Acct Assignment Cat.,Item Category,Plant,Document Date,Purchasing Document,Item,Purchasing Doc. Type,Purchasing Group,Vendor/supplying plant,Material,Short Text,Order Quantity,Net Order Value,Currency,Still to be delivered (qty),Still to be delivered (value),Still to be invoiced (qty),Still to be invoiced (val.),Material Group,Release status,Release Strategy,Purch. Doc. Category,Company Code,Terms of Payment
,,0E4E,11/14/2017,4500674987,10,NB,0OE,1119049    El-Masry Tools Center,30409611,grown electricity,3,510.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,20,NB,0OE,1119049    El-Masry Tools Center,30409511,electricity qsafp,3,510.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,30,NB,0OE,1119049    El-Masry Tools Center,30412348,screwdriver set (7 pieces german),2,500.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,40,NB,0OE,1119049    El-Masry Tools Center,30410473,screwdriver for hammering,1,380.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,50,NB,0OE,1119049    El-Masry Tools Center,40175573,snap ring clamp pincer,1,600.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,60,NB,0OE,1119049    El-Masry Tools Center,40175518,clamp pincer,1,150.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,70,NB,0OE,1119049    El-Masry Tools Center,30409657,wrench handle,2,500.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,80,NB,0OE,1119049    El-Masry Tools Center,30411482,socket handle,1,60.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,90,NB,0OE,1119049    El-Masry Tools Center,30411482,socket handle,1,90.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,100,NB,0OE,1119049    El-Masry Tools Center,30411148,socket various sizes,1,250.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,110,NB,0OE,1119049    El-Masry Tools Center,30410480,screwdriver,2,50.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,120,NB,0OE,1119049    El-Masry Tools Center,30410637,wrench set,1,575.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,130,NB,0OE,1119049    El-Masry Tools Center,30410016,drive impact hexagon socket bit set star,2,350.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,140,NB,0OE,1119049    El-Masry Tools Center,30410675,alankey set,2,400.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,150,NB,0OE,1119049    El-Masry Tools Center,30410856,socket set,1,975.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,170,NB,0OE,1119049    El-Masry Tools Center,30410871,cutter plastic,3,525.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,180,NB,0OE,1119049    El-Masry Tools Center,30410278,toolbox (metal),2,"1,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,11/14/2017,4500674987,190,NB,0OE,1119049    El-Masry Tools Center,30412318,"saw blade,2",1,200.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,10,NB,0OE,1119049    El-Masry Tools Center,30409511,electricity qsafp,2,300.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,20,NB,0OE,1119049    El-Masry Tools Center,30410726,"wrench set,2",2,180.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,30,NB,0OE,1119049    El-Masry Tools Center,30410726,"wrench set,2",2,220.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,40,NB,0OE,1119049    El-Masry Tools Center,30410726,"wrench set,2",2,250.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,50,NB,0OE,1119049    El-Masry Tools Center,30411487,"angle grinder 9"",2",2,"5,800.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,60,NB,0OE,1119049    El-Masry Tools Center,,filler,3,300.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817249,70,NB,0OE,1119049    El-Masry Tools Center,,vernier caliper,3,"2,250.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,D,004E,9/1/2019,4501120996,10,NB,0OE,1119049    El-Masry Tools Center,,Supply & certify trucks lifting gears,1,"93,750.00",EGP,0,0.00,0,0.00,060220,XX,02,F,EG07,0D14
,,0C4E,11/28/2017,4500685196,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30410637,wrench set,1,"1,010.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30410856,socket set,1,"1,150.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30410480,screwdriver,1,220.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,40,NB,0OE,1119278    Tiba For Industrial & Engineering,40175481,air gun w/hose and union fitting,5,"4,625.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30410883,jack hammer nail,5,925.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30410889,chisel,5,925.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30409862,hammer 2kg,5,"2,050.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0C4E,11/28/2017,4500685196,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30409880,hammer 1.5kg,5,965.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30411649,winch 2 ton,1,"6,062.50",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30411231,"oxygen cylinder,2",1,"2,546.25",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30410583,acetylene cylinder,1,"2,303.75",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30410103,oil cup,4,"2,134.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30410637,wrench set,1,407.40,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30410782,"wrench set,3",1,455.90,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30410726,"wrench set,2",1,955.45,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30410372,wrench filter,1,266.75,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,0E4E,4/4/2018,4500781565,90,NB,0OE,1119278    Tiba For Industrial & Engineering,,wrencg 36,2,552.90,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,100,NB,0OE,1119278    Tiba For Industrial & Engineering,40175528,"clamp pincer,3",1,160.05,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,110,NB,0OE,1119278    Tiba For Industrial & Engineering,40175518,clamp pincer,1,208.55,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D09
,,0E4E,4/4/2018,4500781565,120,NB,0OE,1119278    Tiba For Industrial & Engineering,30412348,screwdriver set (7 pieces german),1,237.65,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30410834,socket set inches,2,"2,734.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30410480,screwdriver,2,770.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30410473,screwdriver for hammering,2,690.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30410675,alankey set,2,500.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30410016,drive impact hexagon socket bit set star,2,540.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30411162,set grown tell 4 pieces,2,"1,650.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30410324,filing set,2,"1,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30410637,wrench set,2,"1,150.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,90,NB,0OE,1119278    Tiba For Industrial & Engineering,30410782,"wrench set,3",2,"1,150.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,100,NB,0OE,1119278    Tiba For Industrial & Engineering,40175518,clamp pincer,2,370.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D09
K,,034E,5/29/2018,4500817200,110,NB,0OE,1119278    Tiba For Industrial & Engineering,30409611,grown electricity,2,270.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,10,NB,0OE,1119278    Tiba For Industrial & Engineering,40175688,hose w/1 wire,300,"10,500.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,20,NB,0OE,1119278    Tiba For Industrial & Engineering,40175662,"hose 3/4"",4",300,"9,000.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,30,NB,0OE,1119278    Tiba For Industrial & Engineering,40175521,air hose 8mm,200,"2,100.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,40,NB,0OE,1119278    Tiba For Industrial & Engineering,40175588,hose air 10mm,200,"2,300.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,50,NB,0OE,1119278    Tiba For Industrial & Engineering,40175489,hose air 12mm,200,"3,200.00",EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30411725,greasing nipple,100,"1,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30411470,"angle grinder 4""",5,"8,000.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30411487,"angle grinder 9"",2",5,"11,750.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,6/14/2018,4500829757,90,NB,0OE,1119278    Tiba For Industrial & Engineering,40175656,welding electrode 6013 3mm,500,"12,250.00",EGP,0,0.00,0,0.00,040802,X,01,F,EG07,0D09
K,,004E,7/10/2018,4500845701,10,NB,0OE,1119278    Tiba For Industrial & Engineering,,Air Greaser 20kg,4,"9,600.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,8/2/2018,4500858854,10,NB,0OE,1119278    Tiba For Industrial & Engineering,40175652,union air fitting,50,"1,550.00",EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D09
,,004E,8/2/2018,4500858854,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30411768,air pressure gauge,20,"1,700.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,8/2/2018,4500858854,30,NB,0OE,1119278    Tiba For Industrial & Engineering,40175656,welding electrode 6013 3mm,500,"12,000.00",EGP,0,0.00,0,0.00,040802,X,01,F,EG07,0D09
K,,004E,8/13/2018,4500865362,10,NB,0OE,1119278    Tiba For Industrial & Engineering,,Welding machine,1,"6,300.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,004E,9/5/2018,4500878046,10,NB,0OE,1119278    Tiba For Industrial & Engineering,,Benzene meter,1,"3,000.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,004E,9/5/2018,4500878046,20,NB,0OE,1119278    Tiba For Industrial & Engineering,,benzene Gun,1,"2,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,9/5/2018,4500878046,30,NB,0OE,1119278    Tiba For Industrial & Engineering,40175633,"hose 1"" 5m w/ends",1,350.00,EGP,0,0.00,0,0.00,040921,X,01,F,EG07,0D09
,,0J4E,9/13/2018,4500883736,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30412016,electirc panel 40*60cm,1,375.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
K,,0J4E,9/13/2018,4500883736,20,NB,0OE,1119278    Tiba For Industrial & Engineering,,Electric wire 4x10mm,100,"5,700.00",EGP,0,0.00,0,0.00,030701,X,01,F,EG07,0D09
,,0J4E,9/13/2018,4500883736,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30411480,electric cable 4 × 6,100,"3,300.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0J4E,9/13/2018,4500883736,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30411118,kabul 2 2 thermustat;2,100,550.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,0J4E,9/13/2018,4500883736,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30410642,jack said female *,1,65.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
P,,014E,11/28/2018,4500931954,10,NB,0OE,1119278    Tiba For Industrial & Engineering,,Paint pistol,2,750.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
P,,014E,11/28/2018,4500931954,20,NB,0OE,1119278    Tiba For Industrial & Engineering,,Hand wire brush,6,192.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
P,,014E,11/28/2018,4500931954,30,NB,0OE,1119278    Tiba For Industrial & Engineering,,Wire cup brush,3,315.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
P,,014E,11/28/2018,4500931954,40,NB,0OE,1119278    Tiba For Industrial & Engineering,,welding electrode 3mm PACK,4,"2,000.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
P,,014E,11/28/2018,4500931954,50,NB,0OE,1119278    Tiba For Industrial & Engineering,,Weldind machine 400A,1,"9,400.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
P,,014E,11/28/2018,4500931954,60,NB,0OE,1119278    Tiba For Industrial & Engineering,,Cutting angle 9'',1,"1,975.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
P,,014E,11/28/2018,4500931954,70,NB,0OE,1119278    Tiba For Industrial & Engineering,,Chisel,3,570.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0001
,,004E,2/3/2019,4500983925,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30409843,back alarm 24v,4,988.00,EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D09
,,004E,2/3/2019,4500983925,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30412198,rotating beacon,4,740.00,EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D09
,,004E,2/3/2019,4500983925,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30411431,siren 6 tones,1,115.00,EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D09
,,004E,2/3/2019,4500983925,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30411118,kabul 2 2 thermustat;2,1,970.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,2/6/2019,4500987240,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30412513,water pump 2hp,3,"21,900.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D09
,,004E,2/17/2019,4500995249,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30410738,quick coupling 8mm,100,525.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/17/2019,4500995249,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30410446,bearing 6208,20,"2,900.00",EGP,0,0.00,0,0.00,030203,X,01,F,EG07,0D14
,,004E,2/17/2019,4500995249,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30410955,"quick coupling 12mm,2",100,625.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/17/2019,4500995249,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30410883,jack hammer nail,20,"2,000.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/17/2019,4500995249,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30410738,quick coupling 8mm,100,525.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/21/2019,4500998653,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30411144,electric wire (50m) 3*4mm,1,"1,920.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/21/2019,4500998653,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30409828,"rubber hammer,2",1,550.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/21/2019,4500998653,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30410444,jack hammer 322,1,"4,550.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/21/2019,4500998676,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30412486,"greasing nipple,2",100,600.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/3/2019,4501005803,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30412513,water pump 2hp,2,"16,374.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,3/21/2019,4501019823,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30412513,water pump 2hp,2,"16,374.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,10,NB,02E,1119278    Tiba For Industrial & Engineering,30411209,white lacke,24,840.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,20,NB,02E,1119278    Tiba For Industrial & Engineering,30411303,primer gallon,12,456.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,30,NB,02E,1119278    Tiba For Industrial & Engineering,30412061,wire brush balaaks;2,4,100.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,40,NB,02E,1119278    Tiba For Industrial & Engineering,30409803,rubber roll,2,90.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,50,NB,02E,1119278    Tiba For Industrial & Engineering,30411044,padlock,10,150.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,60,NB,02E,1119278    Tiba For Industrial & Engineering,30409646,hinge,20,100.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,70,NB,02E,1119278    Tiba For Industrial & Engineering,30634435,Electrical cable 2*4mm,50,775.00,EGP,0,0.00,0,0.00,030703,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,80,NB,02E,1119278    Tiba For Industrial & Engineering,30410763,wire 8mm,40,"1,400.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,90,NB,02E,1119278    Tiba For Industrial & Engineering,30410765,chinese organizer astelln,1,675.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,074E,5/14/2019,4501054720,100,NB,02E,1119278    Tiba For Industrial & Engineering,30410745,oxygen regulating valve,1,675.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0J4E,5/14/2019,4501054746,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30410745,oxygen regulating valve,1,675.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,0J4E,5/14/2019,4501054746,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30634124,3 wheel hand cart (Brauita),1,875.00,EGP,0,0.00,0,0.00,050301,X,01,F,EG07,0D14
,,0J4E,5/14/2019,4501054746,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30411229,neon lamp 10*120cm,2,820.00,EGP,0,0.00,0,0.00,030825,X,01,F,EG07,0D14
,,094E,5/14/2019,4501054746,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30411209,white lacke,51,"3,315.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,094E,5/14/2019,4501054746,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30410121,black lacke,21,735.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,094E,5/14/2019,4501054746,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30411012,white lacke galllon,6,210.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,094E,5/14/2019,4501054746,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30411286,paint thinner,40,"1,800.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,094E,5/14/2019,4501054746,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30411521,scotch tape,5,75.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,5/14/2019,4501054746,90,NB,0OE,1119278    Tiba For Industrial & Engineering,30410745,oxygen regulating valve,1,675.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
,,004E,5/14/2019,4501054746,100,NB,0OE,1119278    Tiba For Industrial & Engineering,30410860,welding torch,1,725.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30410583,acetylene cylinder,1,"2,200.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,20,NB,0OE,1119278    Tiba For Industrial & Engineering,30409761,yellow safety roll,5,625.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30410807,metalight lamp 400w,5,325.00,EGP,0,0.00,0,0.00,030825,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,40,NB,0OE,1119278    Tiba For Industrial & Engineering,30412414,neon lamp 120cm,10,170.00,EGP,0,0.00,0,0.00,030825,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,50,NB,0OE,1119278    Tiba For Industrial & Engineering,30409785,energy saving bulb 26w,2,110.00,EGP,0,0.00,0,0.00,030825,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30411209,white lacke,6,390.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30409577,thinner,8,360.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30409646,hinge,12,108.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,90,NB,0OE,1119278    Tiba For Industrial & Engineering,30411044,padlock,1,28.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,100,NB,0OE,1119278    Tiba For Industrial & Engineering,30411120,wire brush,1,45.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,054E,5/16/2019,4501056178,110,NB,0OE,1119278    Tiba For Industrial & Engineering,30410620,pressure switch,1,425.00,EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D14
,,014E,5/16/2019,4501056178,120,NB,0OE,1119278    Tiba For Industrial & Engineering,30634385,Control Cable Role 24 Terminals X 1 mm,100,"5,375.00",EGP,0,0.00,0,0.00,030703,X,01,F,EG07,0D14
,,014E,5/16/2019,4501056178,130,NB,0OE,1119278    Tiba For Industrial & Engineering,30634386,Control Cable Role 36 Terminals X 1 mm,75,"6,150.00",EGP,0,0.00,0,0.00,030703,X,01,F,EG07,0D14
,,014E,5/16/2019,4501056178,140,NB,0OE,1119278    Tiba For Industrial & Engineering,30410142,lap cable 1 * 4 mm,200,"3,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,5/16/2019,4501056178,150,NB,0OE,1119278    Tiba For Industrial & Engineering,30410763,wire 8mm,100,"2,100.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,014E,5/16/2019,4501056178,160,NB,0OE,1119278    Tiba For Industrial & Engineering,30411603,tensioner,10,250.00,EGP,0,0.00,0,0.00,031401,X,01,F,EG07,0D14
,,014E,5/16/2019,4501056178,170,NB,0OE,1119278    Tiba For Industrial & Engineering,30410829,wire lock 8mm,30,225.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,5/16/2019,4501056178,180,NB,0OE,1119278    Tiba For Industrial & Engineering,30411614,metal wire 8 mm,100,"3,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,0J4E,5/16/2019,4501056178,190,NB,0OE,1119278    Tiba For Industrial & Engineering,30411452,"check valve 1/2""",1,490.00,EGP,0,0.00,0,0.00,030406,X,01,F,EG07,0D14
