Acct Assignment Cat.,Item Category,Plant,Document Date,Purchasing Document,Item,Purchasing Doc. Type,Purchasing Group,Vendor/supplying plant,Material,Short Text,Order Quantity,Net Order Value,Currency,Still to be delivered (qty),Still to be delivered (value),Still to be invoiced (qty),Still to be invoiced (val.),Material Group,Release status,Release Strategy,Purch. Doc. Category,Company Code,Terms of Payment
K,,0I4E,2/5/2021,4501465072,70,NB,0WE,1119278    Tiba For Industrial & Engineering,,???? 4 ????,8,200.00,EGP,0,0.00,0,0.00,040911,XX,02,F,EG07,0D14
K,,0I4E,2/5/2021,4501465072,80,NB,0WE,1119278    Tiba For Industrial & Engineering,,???? ???? ????? 19 ??? 10 ??,5,"1,000.00",EGP,0,0.00,0,0.00,040911,XX,02,F,EG07,0D14
K,,0I4E,2/5/2021,4501465072,90,NB,0WE,1119278    Tiba For Industrial & Engineering,,???? ???? ????? 17,2,300.00,EGP,0,0.00,0,0.00,040911,XX,02,F,EG07,0D14
K,,0I4E,2/5/2021,4501465072,100,NB,0WE,1119278    Tiba For Industrial & Engineering,,????? ??? 8?? ??? 5 ??,1,15.00,EGP,0,0.00,0,0.00,040911,XX,02,F,EG07,0D14
K,,0I4E,2/5/2021,4501465072,110,NB,0WE,1119278    Tiba For Industrial & Engineering,,???? ?????,3,525.00,EGP,0,0.00,0,0.00,040911,XX,02,F,EG07,0D14
K,,0I4E,2/5/2021,4501465072,120,NB,0WE,1119278    Tiba For Industrial & Engineering,,???? ?????,2,150.00,EGP,0,0.00,0,0.00,040911,XX,02,F,EG07,0D14
K,,004E,2/5/2021,4501465072,130,NB,0WE,1119278    Tiba For Industrial & Engineering,,cable tray (10cm x 10cm) 2m,15,"2,175.00",EGP,0,0.00,0,0.00,030704,XX,02,F,EG07,0D14
K,,004E,2/5/2021,4501465072,140,NB,0WE,1119278    Tiba For Industrial & Engineering,,cable tray (30cm x 10cm) 2m,15,"3,375.00",EGP,0,0.00,0,0.00,030704,XX,02,F,EG07,0D14
K,,004E,2/5/2021,4501465072,150,NB,0WE,1119278    Tiba For Industrial & Engineering,,c-beam 8cm x 5cm,36,"23,400.00",EGP,0,0.00,0,0.00,030704,XX,02,F,EG07,0D14
K,,004E,2/5/2021,4501465072,160,NB,0WE,1119278    Tiba For Industrial & Engineering,,Steel angle 5cm x 5cm,20,"6,000.00",EGP,0,0.00,0,0.00,030704,XX,02,F,EG07,0D14
K,,004E,2/9/2021,4501468689,10,NB,0WE,1119278    Tiba For Industrial & Engineering,,Bushing 2'' Poly,10,520.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,20,NB,0WE,1119278    Tiba For Industrial & Engineering,,T connection 2'' Poly,5,375.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,30,NB,0WE,1119278    Tiba For Industrial & Engineering,,Lacour connection 2'' Poly,2,190.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,40,NB,0WE,1119278    Tiba For Industrial & Engineering,,Elbow connection 2'' Poly,5,375.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,50,NB,0WE,1119278    Tiba For Industrial & Engineering,,Bushing 2'' outer connection,2,590.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,60,NB,0WE,1119278    Tiba For Industrial & Engineering,,Bushing inner connection 4*4,1,155.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,70,NB,0WE,1119278    Tiba For Industrial & Engineering,,Hand Valve 4'' Plastic,2,"3,300.00",EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,80,NB,0WE,1119278    Tiba For Industrial & Engineering,,Elbow connection 4'' Plastic,2,304.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,90,NB,0WE,1119278    Tiba For Industrial & Engineering,,PVC Pipes Cement,1,155.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,100,NB,0WE,1119278    Tiba For Industrial & Engineering,,Hand Valve 2'' Iron,2,500.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,110,NB,0WE,1119278    Tiba For Industrial & Engineering,,T connection 1'' Iron,6,144.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,120,NB,0WE,1119278    Tiba For Industrial & Engineering,,Pipe 1'' Iron,5,375.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,130,NB,0WE,1119278    Tiba For Industrial & Engineering,,Elbow connection 1'',15,315.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,140,NB,0WE,1119278    Tiba For Industrial & Engineering,,Bushing 1'' to 0.5'',10,100.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,150,NB,0WE,1119278    Tiba For Industrial & Engineering,,Male copper 0.5'',10,200.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,160,NB,0WE,1119278    Tiba For Industrial & Engineering,,Nipple copper 0.5'',20,200.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,170,NB,0WE,1119278    Tiba For Industrial & Engineering,,Nipple copper 1'',10,150.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,180,NB,0WE,1119278    Tiba For Industrial & Engineering,,Hand Valve 0.5'' long connection,8,456.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,190,NB,0WE,1119278    Tiba For Industrial & Engineering,,Hand Valve 1'' long connection,5,625.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,200,NB,0WE,1119278    Tiba For Industrial & Engineering,,Lacour connection 0.5'',5,70.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,210,NB,0WE,1119278    Tiba For Industrial & Engineering,,Lacour connection 1'',5,180.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,220,NB,0WE,1119278    Tiba For Industrial & Engineering,,Hand Valve 2'' long connection,5,"1,950.00",EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,230,NB,0WE,1119278    Tiba For Industrial & Engineering,,T connection 2'' Iron,2,150.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,240,NB,0WE,1119278    Tiba For Industrial & Engineering,,Pipe 1'' Poly,90,"2,880.00",EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,250,NB,0WE,1119278    Tiba For Industrial & Engineering,,Bushing 1'' Poly,20,360.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,260,NB,0WE,1119278    Tiba For Industrial & Engineering,,T connection 1'' Poly,10,240.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
K,,004E,2/9/2021,4501468689,270,NB,0WE,1119278    Tiba For Industrial & Engineering,,Bushing 1'' Poly Inner connection,2,230.00,EGP,0,0.00,0,0.00,040909,X,01,F,EG07,0D15
,,004E,2/9/2021,4501468857,10,NB,0OE,1119278    Tiba For Industrial & Engineering,30412174,Teflon Shaft ; Diameter 39mm,200,600.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/9/2021,4501468857,20,NB,0OE,1119278    Tiba For Industrial & Engineering,40175656,welding electrode 6013 3mm,400,"10,600.00",EGP,0,0.00,0,0.00,040802,X,01,F,EG07,0D14
,,004E,2/9/2021,4501468857,30,NB,0OE,1119278    Tiba For Industrial & Engineering,30411392,"drill 16""",5,"9,400.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D14
,,004E,2/19/2021,4501478617,10,NB,0WE,1119278    Tiba For Industrial & Engineering,30412033,tile,48,"43,200.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
,,004E,2/19/2021,4501478617,20,NB,0WE,1119278    Tiba For Industrial & Engineering,30412185,agitator paddle,14,"15,400.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
,,004E,2/19/2021,4501478617,30,NB,0WE,1119278    Tiba For Industrial & Engineering,30412185,agitator paddle,14,"15,400.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
K,,004E,2/19/2021,4501478617,40,NB,0WE,1119278    Tiba For Industrial & Engineering,,Auxiliary cuff (420.5-2622.4),4,"1,600.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
K,,004E,2/19/2021,4501478617,50,NB,0WE,1119278    Tiba For Industrial & Engineering,,Area of ??the right of the Alba mixer 2,1,"3,500.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
K,,004E,2/19/2021,4501478617,60,NB,0WE,1119278    Tiba For Industrial & Engineering,,Area north of Mixture Alba 2 m (420.05-4,1,"3,500.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
,,004E,2/19/2021,4501478617,70,NB,0WE,1119278    Tiba For Industrial & Engineering,30412033,tile,48,"43,200.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D14
K,,0I4E,2/25/2021,4501483863,10,NB,0OE,1119278    Tiba For Industrial & Engineering,,Earthing Lance,12,"2,340.00",EGP,0,0.00,0,0.00,030703,X,01,F,EG07,0D14
,,004E,4/15/2021,4501531684,10,NB,0WE,1119278    Tiba For Industrial & Engineering,30411120,wire brush,100,"2,500.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
,,004E,4/15/2021,4501531684,20,NB,0WE,1119278    Tiba For Industrial & Engineering,30410132,trovel,80,"1,200.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
,,004E,4/15/2021,4501531684,30,NB,0WE,1119278    Tiba For Industrial & Engineering,30409862,hammer 2kg,80,"9,200.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
,,004E,4/15/2021,4501531684,40,NB,0WE,1119278    Tiba For Industrial & Engineering,30410132,trovel,20,300.00,EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
,,004E,4/15/2021,4501531684,50,NB,0WE,1119278    Tiba For Industrial & Engineering,30409862,hammer 2kg,20,"2,300.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
,,004E,5/17/2021,4501559168,10,NB,0WE,1119278    Tiba For Industrial & Engineering,40175479,clamp copper 95 mm fitting,150,"2,250.00",EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D15
,,004E,5/17/2021,4501559168,20,NB,0WE,1119278    Tiba For Industrial & Engineering,40175634,clamp copper 70mm fitting,50,550.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D15
,,004E,5/17/2021,4501559168,30,NB,0WE,1119278    Tiba For Industrial & Engineering,40175680,clamp copper 50 mm fitting,50,450.00,EGP,0,0.00,0,0.00,041011,X,01,F,EG07,0D15
,,004E,5/18/2021,4501560405,10,NB,0WE,1119278    Tiba For Industrial & Engineering,30411275,freon 22 cylinder,25,"22,750.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
,,004E,5/18/2021,4501560405,20,NB,0WE,1119278    Tiba For Industrial & Engineering,30411275,freon 22 cylinder,55,"50,050.00",EGP,0,0.00,0,0.00,030599,X,01,F,EG07,0D15
K,,004E,6/4/2021,4501576204,10,NB,0OE,1119278    Tiba For Industrial & Engineering,,Its bore is 16 mm,5,975.00,EGP,0,0.00,2,390.00,030599,XX,02,F,EG07,0D15
K,,004E,6/4/2021,4501576204,20,NB,0OE,1119278    Tiba For Industrial & Engineering,,bolt with nut and washer 24 mm,20,960.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
K,,004E,6/4/2021,4501576204,30,NB,0OE,1119278    Tiba For Industrial & Engineering,,"coupling Fixed  4""",20,"2,700.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
K,,004E,6/4/2021,4501576204,40,NB,0OE,1119278    Tiba For Industrial & Engineering,,"gasket 3""",45,360.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
K,,004E,6/4/2021,4501576204,50,NB,0OE,1119278    Tiba For Industrial & Engineering,,"Bring it 1 ""pee",20,700.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,60,NB,0OE,1119278    Tiba For Industrial & Engineering,30411388,jack hammer bolt 16*100,20,960.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,70,NB,0OE,1119278    Tiba For Industrial & Engineering,30411507,"metal elbow 4"",2",30,"12,300.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,80,NB,0OE,1119278    Tiba For Industrial & Engineering,30410048,"coupling 4""",30,"4,050.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,90,NB,0OE,1119278    Tiba For Industrial & Engineering,30411538,"gasket 4""",50,450.00,EGP,0,0.00,0,0.00,030111,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,100,NB,0OE,1119278    Tiba For Industrial & Engineering,30634288,bolt 17mm,20,960.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,110,NB,0OE,1119278    Tiba For Industrial & Engineering,30634289,Bolt 19mm,20,960.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,120,NB,0OE,1119278    Tiba For Industrial & Engineering,30634290,Bolt 22mm,20,960.00,EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,130,NB,0OE,1119278    Tiba For Industrial & Engineering,30410009,"steel pipe 3 """,120,"32,400.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,140,NB,0OE,1119278    Tiba For Industrial & Engineering,30412135,"galvanized pipe 4""",120,"39,900.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,150,NB,0OE,1119278    Tiba For Industrial & Engineering,30410702,"elbow 3"",2",10,"2,250.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,160,NB,0OE,1119278    Tiba For Industrial & Engineering,30411137,white silicon tube,48,"1,440.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,170,NB,0OE,1119278    Tiba For Industrial & Engineering,30410864,"pipe 1""",240,"19,800.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,180,NB,0OE,1119278    Tiba For Industrial & Engineering,30409724,"elbow 5.5""45°",30,"3,750.00",EGP,0,0.00,0,0.00,031401,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,190,NB,0OE,1119278    Tiba For Industrial & Engineering,30411609,"valve 1"",4",10,"4,500.00",EGP,0,0.00,0,0.00,030406,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,200,NB,0OE,1119278    Tiba For Industrial & Engineering,40175676,"union 1"" fitting",10,900.00,EGP,0,0.00,0,0.00,041011,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,210,NB,0OE,1119278    Tiba For Industrial & Engineering,30410206,"valve 3""",8,"9,800.00",EGP,0,0.00,0,0.00,030406,XX,02,F,EG07,0D15
,,004E,6/4/2021,4501576204,220,NB,0OE,1119278    Tiba For Industrial & Engineering,30410144,"elbow 1""",60,"2,100.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
K,,004E,6/4/2021,4501576204,230,NB,0OE,1119278    Tiba For Industrial & Engineering,,"Bring it 1 ""pee",40,"1,000.00",EGP,0,0.00,0,0.00,030599,XX,02,F,EG07,0D15
,,004E,7/11/2021,4501608629,10,NB,0WE,1119278    Tiba For Industrial & Engineering,40176715,"Angle,Equal,Steel,050X50X05,L6m,DIN1028",80,"40,000.00",EGP,0,0.00,0,0.00,040903,X,01,F,EG07,0D15
,,004E,7/11/2021,4501608629,20,NB,0WE,1119278    Tiba For Industrial & Engineering,30429543,"Beam,Standard,UPN,080mmX6m,DIN1026",40,"27,000.00",EGP,0,0.00,0,0.00,040905,X,01,F,EG07,0D15
,,004E,7/11/2021,4501608629,30,NB,0WE,1119278    Tiba For Industrial & Engineering,40178038,"Screw,SelfDrill,NMG231,Corrugated Sheet",2,400.00,EGP,0,0.00,0,0.00,041017,X,01,F,EG07,0D15
K,D,004E,9/19/2021,4501663492,10,NB,0WE,1119278    Tiba For Industrial & Engineering,,Consumable for Madinaty Plant,1,"110,000.00",EGP,0,0.00,0,0.00,089999,,,F,EG07,0D15
,,004E,10/12/2021,4501685134,20,NB,0PE,1119278    Tiba For Industrial & Engineering,30411214,wire-wrap 2 mm,5,"2,422.50",EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/12/2021,4501685134,30,NB,0PE,1119278    Tiba For Industrial & Engineering,30411222,electric wire 1mm,5,"1,377.50",EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/12/2021,4501685134,40,NB,0PE,1119278    Tiba For Industrial & Engineering,30411229,neon lamp 10*120cm,20,"1,805.00",EGP,0,0.00,0,0.00,030801,X,01,F,EG07,0D14
,,004E,10/12/2021,4501685134,50,NB,0PE,1119278    Tiba For Industrial & Engineering,30410847,zip tie 20cm white bag,20,285.00,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/12/2021,4501685134,120,NB,0PE,1119278    Tiba For Industrial & Engineering,30410197,bearing 6003,50,"2,850.00",EGP,0,0.00,0,0.00,030201,X,01,F,EG07,0D14
,,004E,10/12/2021,4501685134,130,NB,0PE,1119278    Tiba For Industrial & Engineering,30409862,hammer 2kg,20,"5,605.00",EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/12/2021,4501685134,140,NB,0PE,1119278    Tiba For Industrial & Engineering,30411907,soldering iron,5,570.00,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/13/2021,4501686425,60,NB,0PE,1119278    Tiba For Industrial & Engineering,30412174,Teflon Shaft ; Diameter 39mm,100,570.00,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/13/2021,4501686425,70,NB,0PE,1119278    Tiba For Industrial & Engineering,30411057,plastic zip ties bag 30cm,50,"1,662.50",EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,004E,10/13/2021,4501686425,80,NB,0PE,1119278    Tiba For Industrial & Engineering,30410107,zip tie 20cm bag,50,712.50,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,100,NB,0PE,1119278    Tiba For Industrial & Engineering,40175663,clamp copper 120mm fitting,40,"1,330.00",EGP,0,0.00,0,0.00,049901,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,110,NB,0PE,1119278    Tiba For Industrial & Engineering,40175634,clamp copper 70mm fitting,20,380.00,EGP,0,0.00,0,0.00,049901,X,01,F,EG07,0D14
K,,0C4E,10/13/2021,4501686425,120,NB,0PE,1119278    Tiba For Industrial & Engineering,,water scale 50 cm,1,142.50,EGP,0,0.00,0,0.00,049901,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,130,NB,0PE,1119278    Tiba For Industrial & Engineering,30412348,screwdriver set (7 pieces german),1,403.75,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,140,NB,0PE,1119278    Tiba For Industrial & Engineering,30410675,alankey set,1,375.25,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,150,NB,0PE,1119278    Tiba For Industrial & Engineering,30409511,electricity qsafp,2,560.50,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,160,NB,0PE,1119278    Tiba For Industrial & Engineering,30411521,scotch tape,30,285.00,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,170,NB,0PE,1119278    Tiba For Industrial & Engineering,30411884,akmon bolt,2,399.00,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,180,NB,0PE,1119278    Tiba For Industrial & Engineering,40175656,welding electrode 6013 3mm,20,665.00,EGP,0,0.00,0,0.00,049901,X,01,F,EG07,0D14
,,0C4E,10/13/2021,4501686425,190,NB,0PE,1119278    Tiba For Industrial & Engineering,30412001,"cutting disc 3*9""",50,"1,092.50",EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
K,,0C4E,10/13/2021,4501686425,200,NB,0PE,1119278    Tiba For Industrial & Engineering,,terminal copper 6/8mm,1,51.30,EGP,0,0.00,0,0.00,030501,X,01,F,EG07,0D14
K,,094E,10/13/2021,4501686425,560,NB,0PE,1119278    Tiba For Industrial & Engineering,,Drill bit 4mm,5,950.00,EGP,0,0.00,0,0.00,050903,X,01,F,EG07,0D14
K,,094E,10/13/2021,4501686425,570,NB,0PE,1119278    Tiba For Industrial & Engineering,,Drill bit5mm,5,"1,092.50",EGP,0,0.00,0,0.00,050903,X,01,F,EG07,0D14
K,,094E,10/13/2021,4501686425,580,NB,0PE,1119278    Tiba For Industrial & Engineering,,socket nail cruciate nailcruciate,6,142.50,EGP,0,0.00,0,0.00,050903,X,01,F,EG07,0D14
,,004E,10/14/2021,4501687748,220,NB,0PE,1119278    Tiba For Industrial & Engineering,30434781,Coupler air 8 mm T shaped,20,418.00,EGP,0,0.00,0,0.00,031401,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,230,NB,0PE,1119278    Tiba For Industrial & Engineering,30411459,electric socket (male),20,209.00,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,240,NB,0PE,1119278    Tiba For Industrial & Engineering,30412015,plug internal,20,209.00,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,250,NB,0PE,1119278    Tiba For Industrial & Engineering,30411977,"cutting disc 3""×4""",100,"1,520.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,260,NB,0PE,1119278    Tiba For Industrial & Engineering,30411491,solder,10,855.00,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,280,NB,0PE,1119278    Tiba For Industrial & Engineering,30412104,baines braun,20,"1,235.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,290,NB,0PE,1119278    Tiba For Industrial & Engineering,30412001,"cutting disc 3*9""",800,"16,720.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,300,NB,0PE,1119278    Tiba For Industrial & Engineering,30412038,"wire brush cup 4""",30,"1,140.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,310,NB,0PE,1119278    Tiba For Industrial & Engineering,30411970,epoxy tube 2*1,400,"7,220.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,320,NB,0PE,1119278    Tiba For Industrial & Engineering,30411137,white silicon tube,250,"5,462.50",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,330,NB,0PE,1119278    Tiba For Industrial & Engineering,30411131,thermal silicon tube,150,"2,850.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,340,NB,0PE,1119278    Tiba For Industrial & Engineering,30411280,"tire patch pn3,3",100,"61,750.00",EGP,0,0.00,90,"55,575.00",030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,360,NB,0PE,1119278    Tiba For Industrial & Engineering,30412348,screwdriver set (7 pieces german),10,"4,275.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,370,NB,0PE,1119278    Tiba For Industrial & Engineering,40175518,clamp pincer,6,"1,111.50",EGP,0,0.00,0,0.00,049901,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,380,NB,0PE,1119278    Tiba For Industrial & Engineering,30410889,chisel,20,"2,565.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,390,NB,0PE,1119278    Tiba For Industrial & Engineering,30409611,grown electricity,15,"1,638.75",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,400,NB,0PE,1119278    Tiba For Industrial & Engineering,30410596,tire patch 50mm,10,570.00,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,700,NB,0PE,1119278    Tiba For Industrial & Engineering,30412182,flasher 24v,5,878.75,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,770,NB,0PE,1119278    Tiba For Industrial & Engineering,40178912,Welding Electrode Type 6013 - 4mm,20,608.00,EGP,0,0.00,0,0.00,049901,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,780,NB,0PE,1119278    Tiba For Industrial & Engineering,30410279,welding pliers,5,641.25,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,790,NB,0PE,1119278    Tiba For Industrial & Engineering,30410779,mass pilers land,3,299.25,EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1110,NB,0PE,1119278    Tiba For Industrial & Engineering,30434729,Hydraulic Jack 2 tons,8,"5,700.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1160,NB,0PE,1119278    Tiba For Industrial & Engineering,40243149,LED REFLEKTOR 150W,25,"2,850.00",EGP,0,0.00,0,0.00,030801,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1180,NB,0PE,1119278    Tiba For Industrial & Engineering,30409683,bearing housing 213,20,"9,500.00",EGP,0,0.00,0,0.00,030201,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1280,NB,0PE,1119278    Tiba For Industrial & Engineering,40175674,"alankey clamp 5.5"" fitting",20,38.00,EGP,0,0.00,0,0.00,049901,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1290,NB,0PE,1119278    Tiba For Industrial & Engineering,30411044,padlock,100,"2,375.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1350,NB,0PE,1119278    Tiba For Industrial & Engineering,30412104,baines braun,30,"1,995.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
,,004E,10/14/2021,4501687748,1360,NB,0PE,1119278    Tiba For Industrial & Engineering,30410480,screwdriver,20,"1,330.00",EGP,0,0.00,0,0.00,030501,XX,02,F,EG07,0D14
